"TeamID","TeamName","FirstD1Season","LastD1Season","bartorvik","scores","scores2","scores3"
1210,"Georgia Tech",1985,2021,"Georgia Tech","GeorgiaTech","none","none"
1211,"Gonzaga",1985,2021,"Gonzaga","Gonzaga","none","none"
1213,"Grand Canyon",2014,2021,"Grand Canyon","GrandCanyon","none","none"
1214,"Hampton",1996,2021,"Hampton","Hampton","none","none"
1216,"Hartford",1985,2021,"Hartford","Hartford","none","none"
1218,"Hawaii",1985,2021,"Hawaii","Hawaii","none","none"
1219,"High Point",2000,2021,"High Point","HighPoint","none","none"
1220,"Hofstra",1985,2021,"Hofstra","Hofstra","none","none"
1221,"Holy Cross",1985,2021,"Holy Cross","HolyCross","none","none"
1222,"Houston",1985,2021,"Houston","Houston","HoustonU","none"
1224,"Howard",1985,2021,"Howard","Howard","none","none"
1225,"Idaho",1985,2021,"Idaho","Idaho","IdahoU","none"
1228,"Illinois",1985,2021,"Illinois","Illinois","none","none"
1230,"Incarnate Word",2014,2021,"Incarnate Word","IncarnateWord","none","none"
1231,"Indiana",1985,2021,"Indiana","Indiana","IndianaU","none"
1233,"Iona",1985,2021,"Iona","Iona","none","none"
1234,"Iowa",1985,2021,"Iowa","Iowa","none","none"
1237,"IUPUI",1999,2021,"IUPUI","IUPUI","none","none"
1239,"Jacksonville",1985,2021,"Jacksonville","Jacksonville","none","none"
1241,"James Madison",1985,2021,"James Madison","JamesMadison","none","none"
1242,"Kansas",1985,2021,"Kansas","Kansas","none","none"
1246,"Kentucky",1985,2021,"Kentucky","Kentucky","none","none"
1247,"La Salle",1985,2021,"La Salle","LaSalle","none","none"
1248,"Lafayette",1985,2021,"Lafayette","Lafayette","ULLafayette","none"
1249,"Lamar",1985,2021,"Lamar","Lamar","none","none"
1250,"Lehigh",1985,2021,"Lehigh","Lehigh","none","none"
1251,"Liberty",1989,2021,"Liberty","Liberty","none","none"
1252,"Lipscomb",2003,2021,"Lipscomb","Lipscomb","none","none"
1254,"LIU Brooklyn",1985,2021,"LIU Brooklyn","LongIsland","none","none"
1255,"Longwood",2005,2021,"Longwood","Longwood","none","none"
1256,"Louisiana Tech",1985,2021,"Louisiana Tech","LouisianaTech","none","none"
1257,"Louisville",1985,2021,"Louisville","Louisville","none","none"
1259,"Loyola MD",1985,2021,"Loyola MD","LoyolaMaryland","none","none"
1261,"LSU",1985,2021,"LSU","LSU","none","none"
1263,"Maine",1985,2021,"Maine","Maine","none","none"
1264,"Manhattan",1985,2021,"Manhattan","Manhattan","none","none"
1265,"Marist",1985,2021,"Marist","Marist","none","none"
1266,"Marquette",1985,2021,"Marquette","Marquette","none","none"
1267,"Marshall",1985,2021,"Marshall","Marshall","none","none"
1268,"Maryland",1985,2021,"Maryland","Maryland","none","none"
1269,"Massachusetts",1985,2021,"Massachusetts","Massachusetts","none","none"
1272,"Memphis",1985,2021,"Memphis","Memphis","MemphisU","none"
1273,"Mercer",1985,2021,"Mercer","Mercer","none","none"
1274,"Miami FL",1986,2021,"Miami FL","MiamiFlorida","none","none"
1275,"Miami OH",1985,2021,"Miami OH","MiamiOhio","none","none"
1276,"Michigan",1985,2021,"Michigan","Michigan","none","none"
1278,"Minnesota",1985,2021,"Minnesota","Minnesota","none","none"
1279,"Mississippi",1985,2021,"Mississippi","Mississippi","none","none"
1281,"Missouri",1985,2021,"Missouri","Missouri","none","none"
1285,"Montana",1985,2021,"Montana","Montana","none","none"
1298,"Navy",1985,2021,"Navy","Navy","none","none"
1304,"Nebraska",1985,2021,"Nebraska","Nebraska","none","none"
1305,"Nevada",1985,2021,"Nevada","Nevada","none","none"
1306,"New Hampshire",1985,2021,"New Hampshire","NewHampshire","none","none"
1307,"New Mexico",1985,2021,"New Mexico","NewMexico","none","none"
1309,"New Orleans",1985,2021,"New Orleans","NewOrleans","NewOrleansU","none"
1310,"Niagara",1985,2021,"Niagara","Niagara","none","none"
1312,"NJIT",2007,2021,"NJIT","NJIT","none","none"
1314,"North Carolina",1985,2021,"North Carolina","NorthCarolina","none","none"
1315,"North Dakota",2009,2021,"North Dakota","NorthDakota","none","none"
1316,"North Florida",2006,2021,"North Florida","NorthFlorida","none","none"
1317,"North Texas",1985,2021,"North Texas","NorthTexas","none","none"
1318,"Northeastern",1985,2021,"Northeastern","Northeastern","none","none"
1319,"Northern Arizona",1985,2021,"Northern Arizona","NorthernArizona","none","none"
1320,"Northern Iowa",1985,2021,"Northern Iowa","NorthernIowa","none","none"
1321,"Northwestern",1985,2021,"Northwestern","Northwestern","none","none"
1323,"Notre Dame",1985,2021,"Notre Dame","NotreDame","none","none"
1324,"Oakland",2000,2021,"Oakland","Oakland","none","none"
1325,"Ohio",1985,2021,"Ohio","Ohio","none","none"
1328,"Oklahoma",1985,2021,"Oklahoma","Oklahoma","none","none"
1330,"Old Dominion",1985,2021,"Old Dominion","OldDominion","none","none"
1331,"Oral Roberts",1985,2021,"Oral Roberts","OralRoberts","none","none"
1332,"Oregon",1985,2021,"Oregon","Oregon","none","none"
1334,"Pacific",1985,2021,"Pacific","Pacific","none","none"
1337,"Pepperdine",1985,2021,"Pepperdine","Pepperdine","none","none"
1338,"Pittsburgh",1985,2021,"Pittsburgh","Pittsburgh","none","none"
1339,"Portland",1985,2021,"Portland","Portland","PortlandU","none"
1342,"Presbyterian",2008,2021,"Presbyterian","Presbyterian","none","none"
1344,"Providence",1985,2021,"Providence","Providence","none","none"
1345,"Purdue",1985,2021,"Purdue","Purdue","none","none"
1346,"Quinnipiac",1999,2021,"Quinnipiac","Quinnipiac","none","none"
1347,"Radford",1985,2021,"Radford","Radford","none","none"
1348,"Rhode Island",1985,2021,"Rhode Island","RhodeIsland","none","none"
1349,"Rice",1985,2021,"Rice","Rice","none","none"
1350,"Richmond",1985,2021,"Richmond","Richmond","none","none"
1351,"Rider",1985,2021,"Rider","Rider","none","none"
1352,"Robert Morris",1985,2021,"Robert Morris","RobertMorris","none","none"
1353,"Rutgers",1985,2021,"Rutgers","Rutgers","none","none"
1357,"Sacred Heart",2000,2021,"Sacred Heart","SacredHeart","none","none"
1359,"Samford",1985,2021,"Samford","Samford","none","none"
1360,"San Diego",1985,2021,"San Diego","SanDiego","none","none"
1362,"San Francisco",1986,2021,"San Francisco","SanFrancisco","none","none"
1364,"UC Santa Barbara",1985,2021,"UC Santa Barbara","CalSantaBarbara","CalSantaBarb","none"
1365,"Santa Clara",1985,2021,"Santa Clara","SantaClara","none","none"
1370,"Seattle",2009,2021,"Seattle","SeattleU","none","none"
1371,"Seton Hall",1985,2021,"Seton Hall","SetonHall","none","none"
1373,"Siena",1985,2021,"Siena","Siena","none","none"
1374,"SMU",1985,2021,"SMU","SMU","none","none"
1375,"South Alabama",1985,2021,"South Alabama","SouthAlabama","none","none"
1376,"South Carolina",1985,2021,"South Carolina","SouthCarolina","none","none"
1377,"South Dakota",2009,2021,"South Dakota","SouthDakota","southDakota","none"
1378,"South Florida",1985,2021,"South Florida","SouthFlorida","none","none"
1379,"Southern Miss",1985,2021,"Southern Miss","SouthernMiss","none","none"
1381,"Southern Utah",1989,2021,"Southern Utah","SouthernUtah","none","none"
1390,"Stanford",1985,2021,"Stanford","Stanford","none","none"
1391,"Stetson",1985,2021,"Stetson","Stetson","none","none"
1392,"Stony Brook",2000,2021,"Stony Brook","StonyBrook","none","none"
1393,"Syracuse",1985,2021,"Syracuse","Syracuse","none","none"
1395,"TCU",1985,2021,"TCU","TCU","none","none"
1396,"Temple",1985,2021,"Temple","Temple","none","none"
1397,"Tennessee",1985,2021,"Tennessee","Tennessee","none","none"
1399,"Tennessee Tech",1985,2021,"Tennessee Tech","TennesseeTech","none","none"
1400,"Texas",1985,2021,"Texas","Texas","none","none"
1401,"Texas A&M",1985,2021,"Texas A&M","TexasA&M","TexasAM","none"
1403,"Texas Tech",1985,2021,"Texas Tech","TexasTech","none","none"
1405,"Toledo",1985,2021,"Toledo","Toledo","none","none"
1406,"Towson",1985,2021,"Towson","Towson","none","none"
1407,"Troy",1994,2021,"Troy","Troy","none","none"
1408,"Tulane",1985,2021,"Tulane","Tulane","none","none"
1409,"Tulsa",1985,2021,"Tulsa","Tulsa","none","none"
1412,"UAB",1985,2021,"UAB","UAB","none","none"
1413,"UC Davis",2005,2021,"UC Davis","UCDavis","none","none"
1414,"UC Irvine",1985,2021,"UC Irvine","CalIrvine","none","none"
1415,"UC Riverside",2002,2021,"UC Riverside","CalRiverside","none","none"
1416,"UCF",1985,2021,"UCF","CentralFlorida","none","none"
1417,"UCLA",1985,2021,"UCLA","UCLA","none","none"
1420,"UMBC",1987,2021,"UMBC","MDBaltimoreCo","none","none"
1421,"UNC Asheville",1987,2021,"UNC Asheville","NCAsheville","none","none"
1422,"UNC Greensboro",1992,2021,"UNC Greensboro","NCGreensboro","none","none"
1423,"UNC Wilmington",1985,2021,"UNC Wilmington","NCWilmington","none","none"
1424,"UNLV",1985,2021,"UNLV","UNLV","none","none"
1425,"USC",1985,2021,"USC","USC","none","none"
1426,"UT Arlington",1985,2021,"UT Arlington","UTArlington","none","none"
1428,"Utah",1985,2021,"Utah","Utah","UtahU","none"
1430,"Utah Valley",2005,2021,"Utah Valley","UtahValley","none","none"
1431,"UTEP",1985,2021,"UTEP","UTEP","none","none"
1433,"VCU",1985,2021,"VCU","VaCommonwealth","none","none"
1434,"Valparaiso",1985,2021,"Valparaiso","Valparaiso","none","none"
1435,"Vanderbilt",1985,2021,"Vanderbilt","Vanderbilt","none","none"
1436,"Vermont",1985,2021,"Vermont","Vermont","none","none"
1437,"Villanova",1985,2021,"Villanova","Villanova","none","none"
1438,"Virginia",1985,2021,"Virginia","Virginia","none","none"
1439,"Virginia Tech",1985,2021,"Virginia Tech","VirginiaTech","none","none"
1440,"VMI",1985,2021,"VMI","VMI","none","none"
1447,"Wagner",1985,2021,"Wagner","Wagner","none","none"
1448,"Wake Forest",1985,2021,"Wake Forest","WakeForest","none","none"
1449,"Washington",1985,2021,"Washington","Washington","WashingtonU","none"
1452,"West Virginia",1985,2021,"West Virginia","WestVirginia","none","none"
1456,"William & Mary",1985,2021,"William & Mary","William&Mary","WilliamMary","none"
1457,"Winthrop",1987,2021,"Winthrop","Winthrop","none","none"
1458,"Wisconsin",1985,2021,"Wisconsin","Wisconsin","none","none"
1459,"Wofford",1996,2021,"Wofford","Wofford","none","none"
1461,"Wyoming",1985,2021,"Wyoming","Wyoming","none","none"
1462,"Xavier",1985,2021,"Xavier","Xavier","none","none"
1465,"Cal Baptist",2019,2021,"Cal Baptist","CaliforniaBaptist","none","none"
1466,"North Alabama",2019,2021,"North Alabama","NorthAlabama","none","none"
1467,"Merrimack",2020,2021,"Merrimack","Merrimack","none","none"
1468,"Bellarmine",2021,2021,"Bellarmine","Bellarmine","none","none"
1471,"UC San Diego",2021,2021,"UC San Diego","UCSanDiego","none","none"
1101,"Abilene Chr",2014,2021,"Abilene Christian","AbileneChristian","none","none"
1106,"Alabama St",1985,2021,"Alabama St.","AlabamaState","none","none"
1107,"SUNY Albany",2000,2021,"Albany","AlbanyNY","none","none"
1108,"Alcorn St",1985,2021,"Alcorn St.","AlcornState","none","none"
1110,"American Univ",1985,2021,"American","American","none","none"
1111,"Appalachian St",1985,2021,"Appalachian St.","AppalachianSt","AppalachianState","none"
1113,"Arizona St",1985,2021,"Arizona St.","ArizonaState","none","none"
1114,"Ark Little Rock",1985,2021,"Little Rock","ArkansasLittleRock","ArkansasLR","none"
1115,"Ark Pine Bluff",1999,2021,"Arkansas Pine Bluff","ArkPineBluff","none","none"
1117,"Arkansas St",1985,2021,"Arkansas St.","ArkansasState","none","none"
1123,"Ball St",1985,2021,"Ball St.","BallState","none","none"
1129,"Boise St",1985,2021,"Boise St.","BoiseState","none","none"
1131,"Boston Univ",1985,2021,"Boston University","BostonU","none","none"
1141,"C Michigan",1985,2021,"Central Michigan","CentralMichigan","none","none"
1148,"Central Conn",1987,2021,"Central Connecticut","CentralConn","CentralConnecticut","none"
1149,"Charleston So",1985,2021,"Charleston Southern","CharlestonSou","none","none"
1152,"Chicago St",1985,2021,"Chicago St.","ChicagoSt","ChicagoState","none"
1154,"Citadel",1985,2021,"The Citadel","TheCitadel","none","none"
1156,"Cleveland St",1985,2021,"Cleveland St.","ClevelandState","none","none"
1157,"Coastal Car",1987,2021,"Coastal Carolina","CoastalCarolina","none","none"
1158,"Col Charleston",1992,2021,"College of Charleston","CollCharleston","CollOfCharleston","none"
1161,"Colorado St",1985,2021,"Colorado St.","ColoradoState","none","none"
1164,"Coppin St",1986,2021,"Coppin St.","CoppinState","none","none"
1167,"CS Bakersfield",2008,2021,"Cal St. Bakersfield","CSBakersfield","none","none"
1168,"CS Fullerton",1985,2021,"Cal St. Fullerton","CSFullerton","none","none"
1169,"CS Northridge",1991,2021,"Cal St. Northridge","CSNorthridge","none","none"
1170,"CS Sacramento",1992,2021,"Sacramento St.","SacramentoState","none","none"
1175,"Delaware St",1985,2021,"Delaware St.","DelawareState","none","none"
1183,"E Illinois",1985,2021,"Eastern Illinois","EasternIllinois","none","none"
1184,"E Kentucky",1985,2021,"Eastern Kentucky","EasternKentucky","none","none"
1185,"E Michigan",1985,2021,"Eastern Michigan","EasternMichigan","none","none"
1186,"E Washington",1985,2021,"Eastern Washington","E.Washington","EasternWashington","none"
1188,"SIUE",2009,2021,"SIU Edwardsville","SIUEdwardsville","none","none"
1190,"ETSU",1985,2021,"East Tennessee St.","ETennesseeSt","EastTennState","none"
1192,"F Dickinson",1985,2021,"Fairleigh Dickinson","FairDickinson","FairleighDickinson","none"
1194,"FL Atlantic",1994,2021,"Florida Atlantic","FlaAtlantic","FloridaAtlantic","none"
1195,"FL Gulf Coast",2008,2021,"Florida Gulf Coast","FlaGulfCoast","none","none"
1199,"Florida St",1985,2021,"Florida St.","FloridaState","none","none"
1201,"Fresno St",1985,2021,"Fresno St.","FresnoState","none","none"
1203,"G Washington",1985,2021,"George Washington","GeorgeWashington","GeoWashington","none"
1204,"Ga Southern",1985,2021,"Georgia Southern","GeorgiaSouthern","none","none"
1209,"Georgia St",1985,2021,"Georgia St.","GeorgiaState","none","none"
1212,"Grambling",1985,2021,"Grambling St.","Grambling","none","none"
1223,"Houston Bap",1985,2021,"Houston Baptist","HoustonBaptist","none","none"
1226,"Idaho St",1985,2021,"Idaho St.","IdahoState","none","none"
1227,"IL Chicago",1985,2021,"Illinois Chicago","IllinoisChicago","none","none"
1229,"Illinois St",1985,2021,"Illinois St.","IllinoisState","none","none"
1232,"Indiana St",1985,2021,"Indiana St.","IndianaState","none","none"
1235,"Iowa St",1985,2021,"Iowa St.","IowaState","none","none"
1238,"Jackson St",1985,2021,"Jackson St.","JacksonState","none","none"
1240,"Jacksonville St",1996,2021,"Jacksonville St.","JacksonvilleSt","JacksonvilleState","none"
1243,"Kansas St",1985,2021,"Kansas St.","KansasState","none","none"
1244,"Kennesaw",2006,2021,"Kennesaw St.","KennesawSt","none","none"
1245,"Kent",1985,2021,"Kent St.","KentState","none","none"
1253,"Long Beach St",1985,2021,"Long Beach St.","LongBeachState","none","none"
1258,"Loy Marymount",1985,2021,"Loyola Marymount","LoyolaMarymount","none","none"
1260,"Loyola-Chicago",1985,2021,"Loyola Chicago","LoyolaChicago","none","none"
1262,"MA Lowell",2014,2021,"UMass Lowell","UMassLowell","none","none"
1270,"McNeese St",1985,2021,"McNeese St.","McNeeseState","none","none"
1277,"Michigan St",1985,2021,"Michigan St.","MichiganState","none","none"
1280,"Mississippi St",1985,2021,"Mississippi St.","MississippiSt","MississippiState","none"
1283,"Missouri St",1985,2021,"Missouri St.","MissouriSt","none","none"
1284,"Monmouth NJ",1985,2021,"Monmouth","Monmouth","none","none"
1286,"Montana St",1985,2021,"Montana St.","MontanaState","none","none"
1287,"Morehead St",1985,2021,"Morehead St.","MoreheadState","none","none"
1288,"Morgan St",1985,2021,"Morgan St.","MorganState","none","none"
1290,"MS Valley St",1985,2021,"Mississippi Valley St.","MissValleySt","MississippiValleyState","none"
1291,"Mt St Mary's",1989,2021,"Mount St. Mary's","Mt.St.Mary's","MountStMarys","none"
1293,"Murray St",1985,2021,"Murray St.","MurrayState","none","none"
1294,"N Colorado",2005,2021,"Northern Colorado","No.Colorado","none","none"
1295,"N Dakota St",2006,2021,"North Dakota St.","NorthDakotaState","none","none"
1296,"N Illinois",1985,2021,"Northern Illinois","NoIllinois","NorthernIllinois","none"
1297,"N Kentucky",2013,2021,"Northern Kentucky","NorthernKentucky","none","none"
1299,"NC A&T",1985,2021,"North Carolina A&T","N.CarolinaAT","N.CarolinaA&T","NorthCarolinaAT"
1300,"NC Central",2008,2021,"North Carolina Central","NCCentral","NorthCarolinaCentral","none"
1301,"NC State",1985,2021,"North Carolina St.","NCState","none","none"
1303,"NE Omaha",2012,2021,"Nebraska Omaha","NebraskaOmaha","none","none"
1308,"New Mexico St",1985,2021,"New Mexico St.","NewMexicoState","none","none"
1311,"Nicholls St",1985,2021,"Nicholls St.","NichollsState","none","none"
1313,"Norfolk St",1998,2021,"Norfolk St.","NorfolkSt","NorfolkState","none"
1326,"Ohio St",1985,2021,"Ohio St.","OhioState","none","none"
1329,"Oklahoma St",1985,2021,"Oklahoma St.","OklahomaState","none","none"
1333,"Oregon St",1985,2021,"Oregon St.","OregonState","none","none"
1336,"Penn St",1985,2021,"Penn St.","PennState","none","none"
1340,"Portland St",1999,2021,"Portland St.","PortlandState","none","none"
1341,"Prairie View",1985,2021,"Prairie View A&M","PrairieViewAM","PrairieViewA&M","none"
1354,"S Carolina St",1985,2021,"South Carolina St.","SoCarolinaSt","SouthCarolinaState","none"
1355,"S Dakota St",2006,2021,"South Dakota St.","SouthDakotaState","none","none"
1356,"S Illinois",1985,2021,"Southern Illinois","SoIllinois","SouthernIllinois","none"
1358,"Sam Houston St",1987,2021,"Sam Houston St.","SamHoustonSt","none","none"
1361,"San Diego St",1985,2021,"San Diego St.","SanDiegoState","none","none"
1363,"San Jose St",1985,2021,"San Jose St.","SanJoseState","none","none"
1367,"SC Upstate",2008,2021,"USC Upstate","USCUpstate","none","none"
1368,"SE Louisiana",1985,2021,"Southeastern Louisiana","SELouisiana","none","none"
1369,"SE Missouri St",1992,2021,"Southeast Missouri St.","SEMissouriSt","SEMissouriState","none"
1372,"SF Austin",1987,2021,"Stephen F. Austin","StephenF.Austin","none","none"
1380,"Southern Univ",1985,2021,"Southern","Southern","none","none"
1382,"St Bonaventure",1985,2021,"St. Bonaventure","St.Bonaventure","none","none"
1383,"St Francis NY",1985,2021,"St. Francis NY","St.FrancisNY","none","none"
1384,"St Francis PA",1985,2021,"St. Francis PA","St.FrancisPA","none","none"
1385,"St John's",1985,2021,"St. John's","St.Johns","none","none"
1386,"St Joseph's PA",1985,2021,"Saint Joseph's","St.Josephs","none","none"
1387,"St Louis",1985,2021,"Saint Louis","SaintLouis","none","none"
1388,"St Mary's CA",1985,2021,"Saint Mary's","SaintMarysCA","none","none"
1389,"St Peter's",1985,2021,"Saint Peter's","St.Peter's","none","none"
1398,"Tennessee St",1985,2021,"Tennessee St.","TennesseeState","none","none"
1402,"Texas St",1985,2021,"Texas St.","TexasState","none","none"
1404,"TN Martin",1993,2021,"Tennessee Martin","TennMartin","TennesseeMartin","none"
1411,"TX Southern",1985,2021,"Texas Southern","TexasSouthern","none","none"
1418,"Louisiana",1985,2021,"Louisiana Lafayette","UL-Lafayette","none","none"
1419,"ULM",1985,2021,"Louisiana Monroe","UL-Monroe","ULMonroe","none"
1427,"UT San Antonio",1985,2021,"UTSA","TexasSanAntonio","TexSanAntonio","none"
1429,"Utah St",1985,2021,"Utah St.","UtahState","none","none"
1441,"W Carolina",1985,2021,"Western Carolina","WesternCarolina","none","none"
1442,"W Illinois",1985,2021,"Western Illinois","WesternIllinois","none","none"
1443,"WKU",1985,2021,"Western Kentucky","WesternKentucky","none","none"
1444,"W Michigan",1985,2021,"Western Michigan","WesternMichigan","none","none"
1450,"Washington St",1985,2021,"Washington St.","WashingtonState","none","none"
1451,"Weber St",1985,2021,"Weber St.","WeberState","none","none"
1453,"WI Green Bay",1985,2021,"Green Bay","WiscGreenBay","none","none"
1454,"WI Milwaukee",1991,2021,"Milwaukee","WiscMilwaukee","none","none"
1455,"Wichita St",1985,2021,"Wichita St.","WichitaState","none","none"
1460,"Wright St",1988,2021,"Wright St.","WrightState","none","none"
1464,"Youngstown St",1985,2021,"Youngstown St.","YoungstownState","none","none"
1469,"Dixie St",2021,2021,"Dixie St.","DixieState","none","none"
1470,"Tarleton St",2021,2021,"Tarleton St.","TarletonSt","TarletonState","none"
1146,"Cent Arkansas",2007,2021,"Central Arkansas","CentralArkansas","none","none"
1198,"Florida Intl",1988,2021,"FIU","FloridaIntl","none","none"
1282,"Missouri KC",1990,2021,"UMKC","UMKC","none","none"
1322,"Northwestern LA",1985,2021,"Northwestern St.","NorthwesternSt","NorthwesternState","none"
1394,"TAM C. Christi",2003,2021,"Texas A&M Corpus Chris","TexasA&MCorpus","TexasAMCorpus","none"
1236,"PFW",2003,2021,"Fort Wayne","IPFW","none","none"
1292,"MTSU",1985,2021,"Middle Tennessee","MiddleTennSt","none","none"
1410,"UTRGV",1985,2021,"UT Rio Grande Valley","UTRioGrandeValley","none","none"
