TeamID,TeamName,FirstD1Season,LastD1Season,bartorvik,scores,v,v2
1258,Loy Marymount,1985,2021,Loyola Marymount,LoyolaMarymount,0,1
1260,Loyola-Chicago,1985,2021,Loyola Chicago,LoyolaChicago,0,1
1262,MA Lowell,2014,2021,UMass Lowell,UMassLowell,0,1
1270,McNeese St,1985,2021,McNeese St.,McNeeseState,0,1
1277,Michigan St,1985,2021,Michigan St.,MichiganState,0,1
1280,Mississippi St,1985,2021,Mississippi St.,MississippiSt,0,1
1283,Missouri St,1985,2021,Missouri St.,MissouriSt,0,1
1284,Monmouth NJ,1985,2021,Monmouth,Monmouth,0,1
1286,Montana St,1985,2021,Montana St.,MontanaState,0,1
1287,Morehead St,1985,2021,Morehead St.,MoreheadState,0,1
1288,Morgan St,1985,2021,Morgan St.,MorganState,0,1
1290,MS Valley St,1985,2021,Mississippi Valley St.,MissValleySt,0,1
1291,Mt St Mary's,1989,2021,Mount St. Mary's,Mt.St.Mary's,0,1
1293,Murray St,1985,2021,Murray St.,MurrayState,0,1
1294,N Colorado,2005,2021,Northern Colorado,No.Colorado,0,1
1295,N Dakota St,2006,2021,North Dakota St.,NorthDakotaState,0,1
1296,N Illinois,1985,2021,Northern Illinois,NoIllinois,0,1
1297,N Kentucky,2013,2021,Northern Kentucky,NorthernKentucky,0,1
1299,NC A&T,1985,2021,North Carolina A&T,N.CarolinaAT,0,1
1300,NC Central,2008,2021,North Carolina Central,NCCentral,0,1
1301,NC State,1985,2021,North Carolina St.,NCState,0,1
1303,NE Omaha,2012,2021,Nebraska Omaha,NebraskaOmaha,0,1
1308,New Mexico St,1985,2021,New Mexico St.,NewMexicoState,0,1
1311,Nicholls St,1985,2021,Nicholls St.,NichollsState,0,1
1313,Norfolk St,1998,2021,Norfolk St.,NorfolkSt,0,1
1326,Ohio St,1985,2021,Ohio St.,OhioState,0,1
1329,Oklahoma St,1985,2021,Oklahoma St.,OklahomaState,0,1
1333,Oregon St,1985,2021,Oregon St.,OregonState,0,1
1336,Penn St,1985,2021,Penn St.,PennState,0,1
1340,Portland St,1999,2021,Portland St.,PortlandState,0,1
1341,Prairie View,1985,2021,Prairie View A&M,PrairieViewAM,0,1
1354,S Carolina St,1985,2021,South Carolina St.,SoCarolinaSt,0,1
1355,S Dakota St,2006,2021,South Dakota St.,SouthDakotaState,0,1
1356,S Illinois,1985,2021,Southern Illinois,SoIllinois,0,1
1358,Sam Houston St,1987,2021,Sam Houston St.,SamHoustonSt,0,1
1361,San Diego St,1985,2021,San Diego St.,SanDiego,0,1
1363,San Jose St,1985,2021,San Jose St.,SanJoseState,0,1
1367,SC Upstate,2008,2021,USC Upstate,USCUpstate,0,1
1368,SE Louisiana,1985,2021,Southeastern Louisiana,SELouisiana,0,1
1369,SE Missouri St,1992,2021,Southeast Missouri St.,SEMissouriSt,0,1
1372,SF Austin,1987,2021,Stephen F. Austin,StephenF.Austin,0,1
1380,Southern Univ,1985,2021,Southern,Southern,0,1
1382,St Bonaventure,1985,2021,St. Bonaventure,St.Bonaventure,0,1
1383,St Francis NY,1985,2021,St. Francis NY,St.FrancisNY,0,1
1384,St Francis PA,1985,2021,St. Francis PA,St.FrancisPA,0,1
1385,St John's,1985,2021,St. John's,St.Johns,0,1
1386,St Joseph's PA,1985,2021,Saint Joseph's,St.Josephs,0,1
1387,St Louis,1985,2021,Saint Louis,SaintLouis,0,1
1388,St Mary's CA,1985,2021,Saint Mary's,SaintMarysCA,0,1
1389,St Peter's,1985,2021,Saint Peter's,St.Peter's,0,1
1398,Tennessee St,1985,2021,Tennessee St.,TennesseeState,0,1
1402,Texas St,1985,2021,Texas St.,TexasState,0,1
1404,TN Martin,1993,2021,Tennessee Martin,TennMartin,0,1
1411,TX Southern,1985,2021,Texas Southern,TexasSouthern,0,1
1418,Louisiana,1985,2021,Louisiana Lafayette,UL-Lafayette,0,1
1419,ULM,1985,2021,Louisiana Monroe,UL-Monroe,0,1
1427,UT San Antonio,1985,2021,UTSA,TexasSanAntonio,0,1
1429,Utah St,1985,2021,Utah St.,UtahState,0,1
1441,W Carolina,1985,2021,Western Carolina,WesternCarolina,0,1
1442,W Illinois,1985,2021,Western Illinois,WesternIllinois,0,1
1443,WKU,1985,2021,Western Kentucky,esternKentucky,0,1
1444,W Michigan,1985,2021,Western Michigan,WesternMichigan,0,1
1450,Washington St,1985,2021,Washington St.,WashingtonState,0,1
1451,Weber St,1985,2021,Weber St.,WeberState,0,1
1453,WI Green Bay,1985,2021,Green Bay,WiscGreenBay,0,1
1454,WI Milwaukee,1991,2021,Milwaukee,WiscMilwaukee,0,1
1455,Wichita St,1985,2021,Wichita St.,WichitaState,0,1
1460,Wright St,1988,2021,Wright St.,WrightState,0,1
1464,Youngstown St,1985,2021,Youngstown St.,YoungstownState,0,1
1469,Dixie St,2021,2021,Dixie St.,DixieState,0,1
1470,Tarleton St,2021,2021,Tarleton St.,TarletonSt,0,1
